proc_pidpath 1244 failed(0)
proc_pidpath 2363 failed(0)
proc_pidpath 2365 failed(0)
proc_pidpath 3918 failed(0)
proc_pidpath 6719 failed(0)
proc_pidpath 6878 failed(0)
proc_pidpath 24628 failed(0)
proc_pidpath 24979 failed(0)
proc_pidpath 28019 failed(0)
proc_pidpath 36947 failed(0)
proc_pidpath 37623 failed(0)
proc_pidpath 51424 failed(0)
proc_pidpath 51463 failed(0)
proc_pidpath 56848 failed(0)
proc_pidpath 69058 failed(0)
Machine model: Mac16,10
OS version: 26A5421a
Boot arguments: 
Boot time: Wed Aug 26 09:35:47 2026

proc_pidpath 1244 failed(0)
proc_pidpath 2363 failed(0)
proc_pidpath 2365 failed(0)
proc_pidpath 3918 failed(0)
proc_pidpath 6719 failed(0)
proc_pidpath 6878 failed(0)
proc_pidpath 24628 failed(0)
proc_pidpath 24979 failed(0)
proc_pidpath 28019 failed(0)
proc_pidpath 36947 failed(0)
proc_pidpath 37623 failed(0)
proc_pidpath 51424 failed(0)
proc_pidpath 51463 failed(0)
proc_pidpath 56848 failed(0)
proc_pidpath 69058 failed(0)
Second underflow occured.


*** Sampled system activity (Fri Aug 28 02:03:57 2026 +0800) (517.86ms elapsed) ***

*** Running tasks ***

Name                               ID     CPU ms/s  User%  Deadlines (<2 ms, 2-5 ms)  Wakeups (Intr, Pkg idle)  Energy Impact
DEAD_TASKS                         -1     3234.78   97.06  5.79    0.00               5.79    0.00              9000.82         
GPU SW requested state: (P1 :   0% P2 :   0% P3 :   0% P4 :   0% P5 :   0% P6 :   0% P7 :   0% P8 :   0% P9 :   0% P10 :   0% P11 :   0% P12 :   0% P13 :   0% P14 :   0% P15 :   0%)
GPU SW state: (SW_P1 :   0% SW_P2 :   0% SW_P3 :   0% SW_P4 :   0% SW_P5 :   0% SW_P6 :   0% SW_P7 :   0% SW_P8 :   0% SW_P9 :   0% SW_P10 :   0% SW_P11 :   0% SW_P12 :   0% SW_P13 :   0% SW_P14 :   0% SW_P15 :   0%)
GPU idle residency: 100.00%
GPU Power: 0 mW

proc_pidpath 1244 failed(0)
proc_pidpath 2363 failed(0)
proc_pidpath 2365 failed(0)
proc_pidpath 3918 failed(0)
proc_pidpath 6719 failed(0)
proc_pidpath 6878 failed(0)
proc_pidpath 24628 failed(0)
proc_pidpath 24979 failed(0)
proc_pidpath 28019 failed(0)
proc_pidpath 36947 failed(0)
proc_pidpath 37623 failed(0)
proc_pidpath 51424 failed(0)
proc_pidpath 51463 failed(0)
proc_pidpath 56848 failed(0)
proc_pidpath 69058 failed(0)
Second underflow occured.


*** Sampled system activity (Fri Aug 28 02:03:58 2026 +0800) (516.77ms elapsed) ***

*** Running tasks ***

Name                               ID     CPU ms/s  User%  Deadlines (<2 ms, 2-5 ms)  Wakeups (Intr, Pkg idle)  Energy Impact
DEAD_TASKS                         -1     3262.44   97.10  0.00    0.00               0.00    0.00              9051.76         
powermetrics                       62973  57.80     14.31  0.00    0.00               1.92    1.92              73.28           
Google Chrome Helper (Renderer)    30643  108.88    92.46  5.75    0.00               7.67    1.92              12.82           
claude                             3477   10.37     84.09  0.00    0.00               11.50   1.92              11.72           
sleep                              62977  2.85      39.85  0.00    0.00               0.00    0.00              7.58            
coreaudiod                         316    37.38     86.69  0.00    0.00               93.91   23.00             3.94            
claude                             3637   21.32     84.57  0.00    0.00               11.50   5.75              2.29            
kernel_task                        0      26.45     0.00   153.33  0.00               235.74  78.58             1.86            
Terminal                           418    25.86     83.00  0.00    0.00               3.83    0.00              1.81            
zsh                                56041  0.63      24.62  0.00    0.00               0.00    0.00              1.62            
diagnosticd                        36291  10.87     68.11  0.00    0.00               0.00    0.00              1.61            
claude                             6731   7.62      70.37  0.00    0.00               9.58    0.00              1.28            
WindowManager                      402    11.10     92.63  0.00    0.00               0.00    0.00              1.23            
Google Chrome Helper               1153   12.61     52.39  0.00    0.00               63.25   21.08             1.09            
diagnosticd                        55057  6.53      78.89  0.00    0.00               0.00    0.00              0.96            
claude                             3806   2.92      81.72  0.00    0.00               9.58    1.92              0.70            
claude                             3016   3.50      92.74  0.00    0.00               5.75    3.83              0.66            
claude                             4236   4.27      77.31  0.00    0.00               13.42   3.83              0.64            
WindowServer                       173    6.06      57.48  0.00    0.00               3.83    3.83              0.63            
claude                             2837   2.32      63.13  0.00    0.00               7.67    3.83              0.47            
Code Helper                        1147   4.29      50.36  0.00    0.00               28.75   5.75              0.39            
claude                             3721   3.08      72.95  0.00    0.00               11.50   0.00              0.39            
callservicesd                      36326  3.68      37.42  0.00    0.00               0.00    0.00              0.36            
SpringBoard                        36243  4.39      62.07  0.00    0.00               61.33   11.50             0.36            
locationd                          36267  3.57      74.34  0.00    0.00               1.92    0.00              0.35            
Code Helper (Renderer)             1169   4.18      83.81  0.00    0.00               7.67    3.83              0.34            
Code Helper                        1253   3.61      52.36  28.75   0.00               38.33   23.00             0.29            
clocksyncd                         337    3.34      43.52  0.00    0.00               0.00    0.00              0.28            
ControlCenter                      432    2.98      55.49  0.00    0.00               1.92    0.00              0.26            
com.apple.DriverKit-AppleBCMWLAN   349    3.56      61.15  0.00    0.00               26.83   11.50             0.23            
Claude                             74182  3.44      61.57  7.67    0.00               15.33   11.50             0.18            
com.apple.DriverKit.AppleUserECM   347    1.15      28.46  0.00    0.00               3.83    1.92              0.07            
geod                               36308  1.17      71.49  0.00    0.00               1.92    0.00              0.06            
qemu-system-aarch64                38740  1.27      66.52  3.83    1.92               7.67    5.75              0.06            
loginwindow                        178    0.85      68.59  0.00    0.00               9.58    1.92              0.06            
Code                               428    0.25      86.69  0.00    0.00               1.92    0.00              0.05            
lockoutagent                       1017   0.19      37.21  0.00    0.00               1.92    0.00              0.05            
backboardd                         36264  0.18      51.52  0.00    0.00               1.92    0.00              0.04            
powerd                             118    0.13      35.60  0.00    0.00               1.92    0.00              0.04            
Claude Helper (Renderer)           74281  1.00      83.52  0.00    0.00               5.75    3.83              0.04            
amsengagementd                     55154  0.64      26.13  0.00    0.00               1.92    0.00              0.03            
imagent                            520    0.53      41.48  0.00    0.00               1.92    0.00              0.03            
Google Chrome Helper (Renderer)    1209   0.12      79.43  0.00    0.00               1.92    0.00              0.02            
itunesstored                       36442  0.37      39.22  0.00    0.00               3.83    0.00              0.02            
gamepolicyd                        298    0.35      31.17  0.00    0.00               3.83    1.92              0.02            
axassetsd                          56867  0.37      61.43  0.00    0.00               1.92    0.00              0.02            
LINE                               430    0.32      75.78  0.00    0.00               1.92    0.00              0.02            
assistantd                         422    0.25      73.03  0.00    0.00               1.92    0.00              0.01            
Notes                              424    0.22      38.51  0.00    0.00               1.92    1.92              0.01            
locationd                          151    0.19      41.12  0.00    0.00               1.92    0.00              0.01            
Code Helper (Plugin)               1330   0.26      47.94  1.92    0.00               3.83    0.00              0.01            
nsurlsessiond                      36297  0.20      30.29  0.00    0.00               1.92    0.00              0.01            
appstored                          36411  0.17      29.63  0.00    0.00               1.92    0.00              0.01            
AMPArtworkAgent                    55775  0.17      53.50  0.00    0.00               1.92    0.00              0.01            
airportd                           226    0.12      50.79  0.00    0.00               1.92    1.92              0.01            
passwordbreachd                    36428  0.14      45.44  0.00    0.00               1.92    0.00              0.01            
SimRenderServer                    36235  0.11      15.41  0.00    0.00               1.92    0.00              0.01            
coreidvd                           36360  0.14      48.97  0.00    0.00               1.92    0.00              0.01            
UVCAssistant                       315    0.16      23.02  0.00    0.00               1.92    1.92              0.01            
Google Chrome                      420    0.09      61.53  0.00    0.00               1.92    0.00              0.00            
Claude Helper                      74224  0.07      54.83  0.00    0.00               1.92    0.00              0.00            
Google Chrome Helper (Renderer)    30629  0.08      50.90  0.00    0.00               1.92    1.92              0.00            
ALL_TASKS                          -2     3676.58   93.56  203.18  1.94               764.36  243.82            9181.95         

**** Processor usage ****

E-Cluster Online: 100%
E-Cluster HW active frequency: 0 MHz
E-Cluster HW active residency:   0.00% (900 MHz: 5.2% 1080 MHz:  51% 1476 MHz: .60% 1860 MHz: 6.1% 2172 MHz: 7.0% 2496 MHz: 2.0% 2808 MHz:  19% 2892 MHz: 9.8%)
E-Cluster idle residency: 100.00%
CPU 0 frequency: 1503 MHz
CPU 0 active residency:  18.43% (900 MHz: .57% 1080 MHz:  12% 1476 MHz: .24% 1860 MHz: 1.5% 2172 MHz: .84% 2496 MHz: .04% 2808 MHz:   0% 2892 MHz: 3.1%)
CPU 0 idle residency:  81.57%
CPU 1 frequency: 1901 MHz
CPU 1 active residency:  21.12% (900 MHz: .28% 1080 MHz: 9.4% 1476 MHz: .12% 1860 MHz: 1.3% 2172 MHz: 2.1% 2496 MHz: .82% 2808 MHz:   0% 2892 MHz: 7.1%)
CPU 1 idle residency:  78.88%
CPU 2 frequency: 2431 MHz
CPU 2 active residency:  12.71% (900 MHz: .11% 1080 MHz: 2.2% 1476 MHz: .00% 1860 MHz: .80% 2172 MHz: .72% 2496 MHz: .59% 2808 MHz:   0% 2892 MHz: 8.2%)
CPU 2 idle residency:  87.29%
CPU 3 frequency: 2383 MHz
CPU 3 active residency:  11.01% (900 MHz: .11% 1080 MHz: 2.3% 1476 MHz:   0% 1860 MHz: .70% 2172 MHz: .58% 2496 MHz: .04% 2808 MHz:   0% 2892 MHz: 7.3%)
CPU 3 idle residency:  88.99%
CPU 4 frequency: 2652 MHz
CPU 4 active residency:   6.94% (900 MHz: .12% 1080 MHz: .71% 1476 MHz:   0% 1860 MHz: .07% 2172 MHz: .10% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz: 5.9%)
CPU 4 idle residency:  93.06%
CPU 5 frequency: 2728 MHz
CPU 5 active residency:   4.57% (900 MHz: .04% 1080 MHz: .30% 1476 MHz:   0% 1860 MHz: .05% 2172 MHz: .10% 2496 MHz:   0% 2808 MHz:   0% 2892 MHz: 4.1%)
CPU 5 idle residency:  95.43%

P-Cluster HW active frequency: 0 MHz
P-Cluster HW active residency:   0.00% (912 MHz:  23% 1260 MHz:   0% 1512 MHz: 3.1% 1800 MHz: 3.2% 2088 MHz: .12% 2352 MHz: .15% 2616 MHz:   0% 2868 MHz: .33% 3096 MHz: .29% 3300 MHz: .45% 3468 MHz:   0% 3624 MHz: .51% 3756 MHz: .09% 3876 MHz:   0% 3936 MHz:  50% 3984 MHz: 3.4% 4044 MHz:  15% 4104 MHz:   0% 4416 MHz:   0% 4464 MHz:   0%)
P-Cluster idle residency: 100.00%
CPU 6 frequency: 4254 MHz
CPU 6 active residency:  14.03% (912 MHz: .04% 1260 MHz:   0% 1512 MHz: .50% 1800 MHz: .48% 2088 MHz: .02% 2352 MHz: .01% 2616 MHz:   0% 2868 MHz: .00% 3096 MHz: .00% 3300 MHz: .00% 3468 MHz:   0% 3624 MHz: .00% 3756 MHz: .00% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz: .05% 4416 MHz:   0% 4464 MHz:  13%)
CPU 6 idle residency:  85.97%
CPU 7 frequency: 4309 MHz
CPU 7 active residency:  14.20% (912 MHz: .05% 1260 MHz:   0% 1512 MHz: .33% 1800 MHz: .38% 2088 MHz: .00% 2352 MHz: .01% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz:   0% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz: .00% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz: .03% 4416 MHz:   0% 4464 MHz:  13%)
CPU 7 idle residency:  85.80%
CPU 8 frequency: 4361 MHz
CPU 8 active residency:  14.61% (912 MHz: .13% 1260 MHz:   0% 1512 MHz: .24% 1800 MHz:   0% 2088 MHz: .01% 2352 MHz: .02% 2616 MHz:   0% 2868 MHz: .07% 3096 MHz: .00% 3300 MHz: .08% 3468 MHz:   0% 3624 MHz: .05% 3756 MHz: .02% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz: .00% 4416 MHz:   0% 4464 MHz:  14%)
CPU 8 idle residency:  85.39%
CPU 9 frequency: 4453 MHz
CPU 9 active residency:  13.54% (912 MHz: .02% 1260 MHz:   0% 1512 MHz: .01% 1800 MHz:   0% 2088 MHz:   0% 2352 MHz:   0% 2616 MHz:   0% 2868 MHz:   0% 3096 MHz: .05% 3300 MHz:   0% 3468 MHz:   0% 3624 MHz:   0% 3756 MHz:   0% 3876 MHz:   0% 3936 MHz:   0% 3984 MHz:   0% 4044 MHz:   0% 4104 MHz:   0% 4416 MHz:   0% 4464 MHz:  13%)
CPU 9 idle residency:  86.46%

CPU Power: 2349 mW
GPU Power: 0 mW
ANE Power: 0 mW
Combined Power (CPU + GPU + ANE): 2349 mW

**** GPU usage ****

GPU HW active frequency: 0 MHz
GPU HW active residency:   0.00% (338 MHz:   0% 618 MHz:   0% 796 MHz:   0% 928 MHz:   0% 952 MHz:   0% 1056 MHz:   0% 1053 MHz:   0% 1170 MHz:   0% 1152 MHz:   0% 1278 MHz:   0% 1204 MHz:   0% 1338 MHz:   0% 1326 MHz:   0% 1470 MHz:   0% 1578 MHz:   0%)
GPU SW requested state: (P1 :   0% P2 :   0% P3 :   0% P4 :   0% P5 :   0% P6 :   0% P7 :   0% P8 :   0% P9 :   0% P10 :   0% P11 :   0% P12 :   0% P13 :   0% P14 :   0% P15 :   0%)
GPU SW state: (SW_P1 :   0% SW_P2 :   0% SW_P3 :   0% SW_P4 :   0% SW_P5 :   0% SW_P6 :   0% SW_P7 :   0% SW_P8 :   0% SW_P9 :   0% SW_P10 :   0% SW_P11 :   0% SW_P12 :   0% SW_P13 :   0% SW_P14 :   0% SW_P15 :   0%)
GPU idle residency: 100.00%
GPU Power: 0 mW

